,Unnamed: 0,Text,Sent,Vader_Sent
4142,4142,Best It's really a very nice game.... I loved it... Really nice .... But no friends.. Can anyone tell their's code so I could add them as friends...,Positive,Positive
4143,4143,Great. There was a time when I hated UC Browser now it is improved and better. Now I really love it.,Positive,Positive
4144,4144,Fun stuff Highly addictive. It's fun when you hit big. But when you run out of coins I wish it didn't costs as much to purchase more....other than that...love it.,Positive,Positive
4145,4145,Lymet I like and love it so much... I like Remix songs,Positive,Positive
4146,4146,Loved it A great game. It really tests your mind and it's awesome.  Thanks for creating this marvelous games makers,Positive,Positive
4147,4147,ADS AND ADD A ALLEY OOP BUTTON Look.My players drive to the basket and the only thing I can do is pass him the ball. Out of that I love this game,Positive,Positive
4148,4148,Best game ever the update needs cautions career mode victory lane and I'm a late model driver my self,Positive,Positive
4149,4149,"Superb It doesn't keep track of points like other apps, but I love this app Well made. Nice interface. I'm addicted. .........not to mention it taught me how to play chess.... It does have ads but at the moment they are very tolerable",Positive,Positive
4150,4150,Best....error of redirecting bcoz of DNS server First of all it was redirecting automatically from the websites to others....but actually it was problem of DNS server....thanks fr ur support also UC team,Positive,Neutral
4151,4151,"Wooooooo I love it but, add hotel, toy store, , and more",Positive,Positive
4152,4152,Shut up and take my money,Positive,Neutral
4153,4153,I personally believe the promotors of this game should give this game a commercial because this is by far the best basketball game I've ever played,Positive,Positive
4154,4154,Great Can just go surfing when ever I want. Love this as I am land locked. Viewing the competitors and seeing the world wide participation you can see how surfing has really boomed from when I started back in the late 60' s,Positive,Positive
4155,4155,I love it It so cool and fun 1.I have memberships 2 it so fun,Positive,Positive
4156,4156,Nice There is only dozen of mini games but my kid likes it. It is getting bored after few days but other games from Tocca have great replay value.,Positive,Positive
4157,4157,Great Game Have played it continuously for 3 years now,Positive,Positive
4158,4158,The game My brother loved that game,Positive,Positive
4159,4159,Snakes and ladders It is very intetesting games that i can play with anybody.please download this game all of u,Positive,Positive
4160,4160,Best cricket game ever          ,Positive,Positive
4161,4161,I love teen pati,Positive,Positive
4162,4162,Great but... How do I drive the carI'm keep on going in Cricles,Positive,Positive
4163,4163,Love it Super app and the people at Frogspark are amazing I emailed them with suggestions and they responded very quickly you can tell that they really care about there product,Positive,Positive
4164,4164,3D Birds This is 100 great,Positive,Positive
4165,4165,Good I like the game,Positive,Positive
4166,4166,Please let me play the game I already rated,Positive,Positive
4167,4167,Bhai whaa Children's r happy,Positive,Positive
4168,4168,This game is my favorite.I love regular show.I never leave this game.,Positive,Positive
4169,4169,Great app This app is a fun way to learn and practice blackjack strategy. Vegas here I come,Positive,Positive
4170,4170,Caillou  house of puzzles No wi fi,Positive,Negative
4171,4171,Johnfarrish Really good game but they should have all the characters from cartoons network and different type of controls,Positive,Positive
4172,4172,Love it Bye,Positive,Positive
4173,4173,Bom M.bom mesmo,Positive,Neutral
4174,4174,"I don't have to say a word, my emojis say it for me",Positive,Neutral
4175,4175,Cool And Funny I Like This Game Five Stars For This  I Find It Really Funny It Makes Me Laugh Every Time I Played This These Games Just Make Me Laugh ,Positive,Positive
4176,4176,Could be better If you can make it where it is online where we can compete against other people.,Positive,Positive
4177,4177,"Sempre utile Completa e aggiornata frequentemente, sviluppatore risponde prontamente alle segnalazioni.",Positive,Neutral
4178,4178,It's wonderful Fantastic,Positive,Positive
4179,4179,        ,Positive,Neutral
4180,4180,Fix save Every time I build a house or do something and then go to sleep or exit game and come back or wake up it spawns me before I did certain things.Please fix,Positive,Positive
4181,4181,Nice,Positive,Positive
4182,4182,"Simply Amazing After a few minutes on the settings, I was showing off gta V on my galaxy note 4 Tethered with USB.  Absolutely an amazing app.",Positive,Positive
4183,4183,Seakayjay I have played this for several years and thoroughly enjoyed it. It has never locked up or shut down unexpectedly. Solid fun.,Positive,Positive
4184,4184,"Wow... Amazing job with these old school DnD ports. It's played flawlessly so far on a droid turbo. Also, I would love you forever if you remade planescape torment.",Positive,Positive
4185,4185,Very good for child,Positive,Positive
4186,4186,So much goodness Got very frustrated with samsung touch wiz. This is so much better. Now my note II is running better than new again. Thanks so much,Positive,Positive
4187,4187,Need Support Lightning Launcher Hope add this support.,Positive,Positive
4188,4188,It works I have used this on my Samsung Galaxy and it worked like a charm. Seems pretty useful too after adjusting the camera..,Positive,Positive
4189,4189,excellent This is the one game my 4 year old nephew comes back to time and time again. Definitely a title that stands out above the crowd. The puzzles are unique and the music is unfortunately for me very catchy,Positive,Positive
4190,4190,"Love the series Bought all sims but all 3 were auto uninstalled after I updated my phone to Android 5. Cannot install since then, error every time. Please fix it.",Positive,Neutral
4191,4191,Nice game But it should be saved and should be contains shot like t 20,Positive,Positive
4192,4192,I love panting but I never new that you coud do it on app,Positive,Positive
4193,4193,Rebuild Fun game,Positive,Positive
4194,4194,"One of the best game ive played lately  If you own a Nvidia Shield tablet, its a MUST BUY",Positive,Positive
4195,4195,Loved it Supar,Positive,Positive
4196,4196,Love it Hot like fire,Positive,Positive
4197,4197,"Great game Classic Solitaire game with one or three card draw, plus range of other options. Ads are not annoying and I've not had any of the installation issues others had experienced. Love it",Positive,Positive
4198,4198,This app is hot Not only is hot so is my phone thats the only problm i have withit but if i take a break and let my phone cool downits all good for a couple more hours,Positive,Positive
4199,4199,Great app Good to see app in regional language with details and latest score updates.,Positive,Positive
4200,4200,Simply superb game Awesome game,Positive,Positive
4201,4201,What's the erak What's the erak,Positive,Neutral
4202,4202,"Super Glitch   I love this game I've looked for many mario themed games and this is the best so far. But, on the first level in world three it freezes at a point. I'm sad because the next worlds look so cool. So please, can you try to fix it",Positive,Positive
4203,4203,Loved it so much So very amazing.,Positive,Positive
4204,4204,Awesome Greatest digital comic Please make one for the aavengers It could be more in depth and detail so that you could span it out longer. But still great,Positive,Positive
4205,4205,Muhammad Akbar Butt 361GB Good,Positive,Positive
4206,4206,"Great game Its simple and fun and does not pretend to be anything its not. WARNING it can be addictive, I should known, I play it all the time.",Positive,Positive
4207,4207,Love this game So cool this game blew up my mind so cool,Positive,Positive
4208,4208,Slots Pharoahs Way Great game. Most of the games have regular payouts but some take forever to have a win. But overall a great game 2 play. Thats all it is A GAME. NOT REAL,Positive,Positive
4209,4209,FUCKING GREAT GAME It like tells you u to like be safe with trains and the best thing about it kinda makes u swear to be safe around trains and that just blow open my mined and it's soooooooo funny so ya good game,Positive,Positive
4210,4210,"Fun and challenging Unique picture quiz game. This is the best one I've found, very fun and time consuming.",Positive,Positive
4211,4211,No distrsction I love it because there was no distraction in this app and believe me okay. I love the app so much that I love all the pets because they are so cute and adorable,Positive,Positive
4212,4212,Good Good But you guys should listen to suggestions by others please. I think they are right. Thanks,Positive,Positive
4213,4213,"Awesome Please Update It. More Cars, Races, And Multiplayer.",Positive,Positive
4214,4214,Best game ever This is my favorite movie and my favorite game,Positive,Positive
4215,4215,Gets better and better every update,Positive,Positive
4216,4216,Great game I hope thought that the glitch that keeps me from getting free energy and diamonds gets fixed though.,Positive,Positive
4217,4217,i love toca own but when is toca life city coming out its been like 1 and a half weeks since the app came out on app store when is it coming out on android,Positive,Positive
4218,4218,It's working good,Positive,Positive
4219,4219,Nostalgia to the extreme Oh my goodness I can't believe this amazing game is on my phone Love it Hope to see the others in the future,Positive,Positive
4220,4220,It's so fun  hard I love it but sometimes I think it messes up . its really really fun and funny ,Positive,Positive
4221,4221,ADD NEW THINGS THEN I WOULD BE EPIC I reaky liked it but it gets quite boring after a while so add more food and cooking things into the next one like tacos and beef and like you can spread things like the sauce on spaguetti thanks xx,Positive,Positive
4222,4222,Good game Took a few hours to beat puzzles are extremely hard the way their portrayed.But overall I enjoyed the .,Positive,Positive
4223,4223,Fun This is a very fun game. I reccomend this game to anyone....and if u blaze like i do.....lol...... youll get stuck on this Hope this is helpful if not funny to anyone who reads this,Positive,Positive
4224,4224,"Fixed on nexus 7 Amazing game Glad it finally works Again Awesome story, awesome gameplay, and awesome characters. One of the greatest SNES era RPGs at my fingertips.",Positive,Positive
4225,4225,"A fun, easy to use app It is easy enough to use, however, I would like to see it an update or adjustment so if wifi wasn't available, you could still use the ap easily with gps",Positive,Positive
4226,4226,Adicted,Positive,Neutral
4227,4227,"Much better than the sequel, this game is heaps of fun and doesn't deserve low ratings because of some stupid coin bugs.",Positive,Positive
4228,4228,Loved this app I use this app when I am waiting for anyonething. Fast and easy to follow. Will recommend to family and friends,Positive,Positive
4229,4229,Best game ever Lol love loved it,Positive,Positive
4230,4230,I FREAKIN' LOVE IT BUT ONE MORE THING PLS  THIS GAME IS SO COOL I ENJOY PLAYING IT ESPECIALLY WITH THE PROTOTYPE IVE SAVED COINS FOR. BUT IT NEEDS MORE COMUNNICATION. PLS ADD A MAILING FEATURE WITH SUBJECT AND MESSAGE PLS PLS REPLY ASAP THANK YOU,Positive,Positive
4231,4231,Super easy and cool It's very easy to get used to and it looks cool on your phone. It gets me to what I need right away. It's perfect,Positive,Positive
4232,4232,Nice Mast tp lol,Positive,Positive
4233,4233,Sensitive with stylus s pen Make it more sensitive for click button menu n pencil with s pen,Positive,Neutral
4234,4234,Wow. The only cleaner app where you can actually see it working. I love all the features. A true 55 app. Had to get pro.,Positive,Positive
4235,4235,Deluxe Moon App Zodiac and Moon phases.  A lot of fun.,Positive,Positive
4236,4236,"Fantastic Using 10 plastic vr headset from ebay and lg g3.  Far exceeded my expectations Combine with vireio perception 3d drivers google it,even better    Very ,very impressed ,keep up the good work",Positive,Positive
4237,4237,Love I love this game its awesome. You guys should try cartoon network superstar soccer. Its Amazon,Positive,Positive
4238,4238,Funny It's pretty funny. I like how you can make them fight and make them tick each other off.,Positive,Positive
4239,4239,Its so fun Its fun but they say Rate our game and get 200 coins for free who its gonna want those coins.,Positive,Positive
4240,4240,"Slow at first but once you get into it it is a almost perfect arcade game, very simple and that's why it's good. I would have liked some instructions though.",Positive,Positive
4241,4241,"Over the moon, John. Respect for this mini football sim classic. A significant improvement on the original and that was quality",Positive,Positive
4242,4242,"Worth every reasonable penny I paid for it, was better than expected.  Numerous functions and settings.  One of my favorites is the ability to overlay a small speedometer on the navigation map.",Positive,Positive
4243,4243,I love it It helps me learn how to draw better besides everyone loves animes,Positive,Positive
4244,4244,iiiiiiiiiiiiiiiii Iiiiiiiiiiiiiiiiii,Positive,Neutral
4245,4245,Chess  is  my  game I love it  and l  have  listed idea to  improve  .it's  called  chess,Positive,Positive
4246,4246,Great application  On a Samsung  S6 this as is brilliant . One of the few apps than actually works very well,Positive,Positive
4247,4247,"I've read the reviews, and listened to the complaints It's NOT like real poker they said,I keep loosing.. we''ll, let me tell you why...  it's because, this IS just like poker. This is the BEST game out there. ...period.",Positive,Neutral
4248,4248,Cute and educated game for kids This game is educated because the kids learn how to care for a real baby,Positive,Positive
4249,4249,Cherry Master slots Great game. Been looking for it a long time.,Positive,Positive
4250,4250,"This one has grown on me. Game mechanics are clean. It will challenge at several levels. In short, great game",Positive,Positive
4251,4251,I always played this in the casino now I got it on my phone for Free and ain't tricking off my real money,Positive,Positive
4252,4252,My girls love this My kids are 47 and love this game Paying 8 to unlock everything was worth it,Positive,Positive
4253,4253,Full  of  fun My  best friend Doraemon  is a cartoon  character . He is a robot of 22nd century . But he has the mind that no one have . Now I am going to his repair shop which is full of fun.,Positive,Positive
4254,4254,A brilliant and handy app. Thank you guys. ,Positive,Positive
4255,4255,"I love that there is no limit to the number of bubbles, you don't need any in game money or help from friends.",Positive,Positive
4256,4256,Perfect,Positive,Positive
4257,4257,"Such a good game Amazing game, good graphics, and very addicting I played it nonstop. The story and the gameplay were great. The puzzles made you think, but weren't impossible to solve. I highly recommend this game",Positive,Positive
4258,4258,Great Great,Positive,Positive
4259,4259,It's hard and fun at the same time but more fun than hard. The dumb way to say is it is awesome. AWESOME,Positive,Positive
4260,4260,Shhh The kids are in bed and I've started my own town. We've unlocked figured out all but 7 combinations and by we've I mean my kids This game kept my 3yo's attention for over an hour today our first day playing  I highly recommend this game.,Positive,Positive
4261,4261,So helpful Thank you for making this app it really helped me to draw animes and now I feel like a pro at drawing animes,Positive,Positive
4262,4262,Awezome Its really awesome I've had it for a long time and it doesn't get boring guys get this all my friends love it heaps i like how u can become friends theres nothing that u can make better,Positive,Positive
4263,4263,Really good stuff Great app. Catches even the most obscure matches. Richer football commentary would be nice though,Positive,Positive
4264,4264,Awesone The game is great I play it during my spare time,Positive,Positive
4265,4265,Perfect for grandchildren so far. I have found this so far to be a good app for my young grandcglhildren.,Positive,Positive
4266,4266,A good game properly set up. Using a  Samsung Note 10.1 has shown two recurring minor problems.,Positive,Neutral
4267,4267,5 stars Awsm Game. I lykkk it,Positive,Neutral
4268,4268,Good game Just needs way more songs But it's unparalleledgood way,Positive,Positive
4269,4269,I loved this game,Positive,Positive
4270,4270,Can't stop I just can't stop playing it an addicting game that uses a strategic mind to accomplish.,Positive,Positive
4271,4271,Are you even still reading these Get it. It's got a stupid fun charm to it and Yahtzee's tiny voice clips add a nice punch to the wackyness.,Positive,Positive
4272,4272,Love this He's so cute...he makes me smile  I love it.,Positive,Positive
4273,4273,Hey For,Positive,Neutral
4274,4274,"Good app Just enough for free connect  diagnose and clear  live view of single variable. Not bloated, harsh design. Must have",Positive,Positive
4275,4275,Angry birds rio It's really fun,Positive,Neutral
4276,4276,Please But pls start multiplayer    if it doesn't im just going to delete it,Positive,Positive
4277,4277,Awesome Wish it had a story mode and online matches.... Need a couple new armies... New troops for the existing armies,Positive,Positive
4278,4278,"Very cute Easy to learn. The only thing I wish is that it had more animations. Other than that, it's perfect.",Positive,Positive
4279,4279,Pyramid Solitaire Saga I love this game Please get it if u have Google Play Store It is like Solitaire but a little different,Positive,Positive
4280,4280,panchatantra Really nice app,Positive,Positive
4281,4281,Crush eggs Very interesting game,Positive,Positive
4282,4282,I really enjoy having the weather at my finger tips in a matter of seconds I love being able to have to get the weather at any time any where It is great,Positive,Positive
4283,4283,I like the kiss without getting caught,Positive,Positive
4284,4284,Great game Great multi player table top game,Positive,Positive
4285,4285,"Nice After a long wait,something for qatar",Positive,Positive
4286,4286,Very nice,Positive,Positive
4287,4287,I gun Is a cool app I like it,Positive,Positive
4288,4288,Seriously It's better to learn for my gk from this game instead of u book. I just missed 3 marks,Positive,Neutral
4289,4289,"Awesome game I play all day, great job guys",Positive,Positive
4290,4290,Classic at it's BEST This game is so much fun and even better it's funny as hell. It's like you playing DD with your buddies,Positive,Positive
4291,4291,Help me,Positive,Positive
4292,4292,"Simple fun Each mini game is quite simple, but there are a few to choose from. My toddler enjoys most of them, but the fruit slingshot is his favourite he is 3.",Positive,Positive
4293,4293,"Lovely port What about sonic 3 and knuckles,  when will that be released",Positive,Positive
4294,4294,Love it Its a good games for my Lil sis,Positive,Positive
4295,4295,I like this app .....,Positive,Positive
4296,4296,Good app,Positive,Positive
4297,4297,I love this app but I would like to see some attack on titan.,Positive,Neutral
4298,4298,"Love it  can get very frustrating at times, but good to play. Wish you could get rid of the ads.",Positive,Positive
4299,4299,Very useful We can know all about vehicle status if it is geniuen r not,Positive,Positive
4300,4300,Really fun I had troubles for a little while but all seems well now I enjoy unlocking lands and I've gotten really good,Positive,Positive
4301,4301,Great game. Well designed Very few flaws. Plays nice. Different every time. Movements are perfect.,Positive,Positive
4302,4302,God,Positive,Positive
4303,4303,Absolutely loved by my preschool grandaughters. A great little song and entertaining for the little ones.,Positive,Positive
4304,4304,Very good game My 3yr old recognizes all the fruits now,Positive,Positive
4305,4305,Kid loves it She learned dexterity through this doctor stuff. My favorite is the dentist one. I'm playing it right now and um 29 fun game,Positive,Positive
4306,4306,"Spectacular I can say without a hint of sarcasm that Hatfall is the best mobile game of recent memory. Hats off to you, Yahtzee.",Positive,Positive
4307,4307,Love the game It took me a day to figure it out with the controls but over all its a fun game keep up the good work,Positive,Positive
4308,4308,Loved it It works but it needs to get fixes about letting me play games with my friends but it won't let me,Positive,Positive
4309,4309,Awesome So fun to play,Positive,Positive
4310,4310,"Great skateboard game. Nice controls, love the sounds too",Positive,Positive
4311,4311,"Great This works just fine, don't know why people are complaining, maybe stop using 4 year old phones and it will work better.",Positive,Positive
4312,4312,Paul Its a Very good app,Positive,Positive
4313,4313,Kids learning alphabet and numbers Thumbs up,Positive,Neutral
4314,4314,Nice app Very enjoyable nd nice...mkes u smart nd attentive,Positive,Positive
4315,4315,Good Lucky,Positive,Positive
4316,4316,Owsome Nic,Positive,Neutral
4317,4317,"Awesome Still love it, Febuary 2013, It's now July 2014, still love it. Highly Recommend it.",Positive,Positive
4318,4318,This version is still fun. I also recommend the game CATFALL. Download and play with me P,Positive,Positive
4319,4319,Great game  So much fun.  I can play with someone I know or not.  I never get bored and I like the tournaments.,Positive,Positive
4320,4320,"Love it, best episode yet It has everything, its funny and action packed. Only draw back is the 2 plus months you have to wait for a 90 minute game. But its worth the 5 bucks. Fantastic job",Positive,Positive
4321,4321,Love it This is what makes Android worth it. Looks great on my s6 edge.,Positive,Positive
4322,4322,"Great idea with nice graphics. Nice fun game, only issue I would like to be able to change controls when zoomed in, as I seem to want the directions reversed. But other than that it's great.",Positive,Positive
4323,4323,Great app. Using it for tennis. So helpful. Highly recommended.,Positive,Positive
4324,4324,Support the devs and purchase Great version of Hearts. Every game by this team is absolutely topnotch.,Positive,Positive
4325,4325,BASKETBALL MANIA  THIS IS A GOOD AND AWESOME GAME FOR KIDS THAT LOVE BASKETBALL GAMES AND ITS COOL ITS AWESOMENESS GAME EVER AND TO COLLECT COINS TO UNLOCK BASKETBALL MAPS ITS VERY VERY VERY VERY VERY AWESOME COOL AND THE BEST BASKETBALL GAME EVER ,Positive,Positive
4326,4326,Jay Best applications,Positive,Positive
4327,4327,Savio Excellent. Thanks,Positive,Positive
4328,4328,"Love the game Been playing this game for months now and still has me hooked. I like how even if you only buy the month card, you can do well in the game.",Positive,Positive
4329,4329,"A lovely app for the kidz..... It made me Nostalgic, reminded me of my childhood days...",Positive,Positive
4330,4330,LOTS OF FUN,Positive,Positive
4331,4331,nicee haha..took me almost 30 minutes to finish it all...btw...the one at monaco is...when u open the briefcase just tap the armor as fast as u can ... ,Positive,Neutral
4332,4332,My 2month old loves this game he stares at the screen and gets excited when the monkey comes on,Positive,Positive
4333,4333,Wow Good,Positive,Positive
4334,4334,"Most useful app. Really helpful, couldn't find a better app. Thank you.",Positive,Positive
4335,4335,Amazing app Well done Loving it .....its an a attractive game......i ll never uninstall this game .....,Positive,Positive
4336,4336,My kid love game ad the iml,Positive,Positive
4337,4337,Love it Awesome game I can't stop playing,Positive,Positive
4338,4338,"OMG I luv this game,it has great graphics and it makes me feel like I'm actually in the game,especially when I have earphones on.",Positive,Positive
4339,4339,Mosie Cool gonna miss my program,Positive,Neutral
4340,4340,Helpful app And helpful devs,Positive,Positive
4341,4341,"TOO REALISTIC Connect to bluetooth surround sound, WOW",Positive,Positive
4342,4342,It's about time This app saved me from having to start all over with my set up and my games that don't back up to their own servers. LOVE LOVE this I wish it was around when I lost my stuff with Tap Zoo and Tap Fish.,Positive,Positive
4343,4343,50 Inner Child Thoroughly enjoying it. Hate knowing there are only 50. Would be great if you could import pdf for limitless backgrounds.,Positive,Positive
4344,4344,Good Good,Positive,Positive
4345,4345,Great for dipdap fans My 4 year old loves it.,Positive,Positive
4346,4346,Adictive FUN The very first time i downloaded this i was happy,Positive,Positive
4347,4347,Yes Good game,Positive,Positive
4348,4348,"Super fun I am hooked, can hardly put it down.",Positive,Positive
4349,4349,Lovely,Positive,Positive
4350,4350,It should be multi player It would be better if it was multi player with freinds,Positive,Positive
4351,4351,Great fun New different games all the time.,Positive,Positive
4352,4352,Nice App. Nice App.,Positive,Positive
4353,4353,Goodie A very good app. My younger  sister does not give my tablet back.,Positive,Positive
4354,4354,Great My toddler loves it and I love that there are no videos to watch but the buttons for each song are colourful and she knows exactly the song she is picking,Positive,Positive
4355,4355,Favorite app of all time This app is so much fun and it even helps u by letting u watch the video or looking at the lyrics and it has some of her best songs APP IS LITT,Positive,Positive
4356,4356,"Hmm Pretty shifty looting system,  and crafting. 650,000 for one chest upgrade needing like 15 purchases",Positive,Positive
4357,4357,Nice Let's use it now.,Positive,Positive
4358,4358,"I loved it The first game I have  loved,best game ",Positive,Positive
4359,4359,"Great, inventive, hilarious Lovely adaptation of the original quiz. Not a long laster but worth going through and finishing. Definitely good for divergent thinking.",Positive,Positive
4360,4360,Awesome Whole new story but it is very long if you try to get every fail,Positive,Negative
4361,4361,"Great games Android version of world of warship pc game, 910 must play.",Positive,Positive
4362,4362,"No fuss, just fun. Game is straightforward,  nothing fancy, and a great time passer.",Positive,Negative
4363,4363,I love it,Positive,Positive
4364,4364,Best game ever The money was worth it a AND it was super cheap,Positive,Positive
4365,4365,Sooo awesome and addicting I swear So awesome I can't stop intell my phone dies get it is so awesome...,Positive,Positive
4366,4366,"Great job Beautiful, not lagging, not too repetitive, balanced not impossible, not too easy, and best of all, not paytowin like, 99 devs would sell boost for real money. Totally worth the price.",Positive,Positive
4367,4367,Best weather aap,Positive,Positive
4368,4368,So awesome This game is so fun,Positive,Positive
4369,4369,Sooooooooo cool,Positive,Positive
4370,4370,Ok then its Awesome What happened to the drunk effect Awesome app,Positive,Positive
4371,4371,I suggest you make it to were the semi can haul double grain trails and a round hay bailer and a tractor with a lift,Positive,Neutral
4372,4372,Awesome but Could u possibly put lunch boxes at the store so if you want to bring lunch you can,Positive,Positive
4373,4373,Love  the numbers This came is awesome Once you start playing  you will not be able to stop. It challenges you to improve your highest score and continue to build higher numbers,Positive,Positive
4374,4374,WONDERFUL GAME I love it n will continue,Positive,Positive
4375,4375,"Get this app NOW This is a must have, a can't live without, needed this in my life kind of app. Download now, you won't be disappointed.",Positive,Positive
4376,4376,Love This app makes learning basics of Japanese fun. I've never seen a more fun way to learn a language ,Positive,Positive
4377,4377,"Name that food This game is fun. Some are hard, if you don't know your foods brand names.",Positive,Positive
4378,4378,Best speedometer app on google play,Positive,Positive
4379,4379,"Love it Great game for any age Improves spelling and word recognition while having fun.  A lot better than working these in a book.  Jenna, this is for you",Positive,Positive
4380,4380,Battle tank,Positive,Negative
4381,4381,Good,Positive,Positive
4382,4382,Love,Positive,Positive
4383,4383,Love it,Positive,Positive
4384,4384,Have the bass app alsolove both Best app on learning to play your favorite songs,Positive,Positive
4385,4385,Any wah Boly to mast,Positive,Neutral
4386,4386,Great game it is really brand game. rate it five star,Positive,Positive
4387,4387,Favorite AB game.,Positive,Positive
4388,4388,Best Great icons best,Positive,Positive
4389,4389,Love it I love this game as I'm learning to play songs I never thought I could learn. Brilliant deserves 5 stars.,Positive,Positive
4390,4390,Amazing for pranking friends and family I have got SO many people with this app and I've gotten hilarious reactions amazing for an April fools prank Recommended,Positive,Positive
4391,4391,"SPADESPLUS  Kool game, yu should download it....",Positive,Neutral
4392,4392,Wonderful app Great app for kids. Extremely engaging and educational.,Positive,Positive
4393,4393,Great games in an artistic setting.,Positive,Positive
4394,4394,super aplicatie gaseste si sterge surprinzator de multe erori pt o aplicatie gratuita.nota 10,Positive,Positive
4395,4395,Sam gal tab 2   7.0 Super awesome pic.s ,Positive,Positive
4396,4396,Love it It is awesome even though I have not even bought the app. Just trying to stay positive,Positive,Positive
4397,4397,My daughter is 11 year then also she likes this app,Positive,Positive
4398,4398,"enjoy to learn by ds educationalGame My little3 yearold daughter ws really enjoying ds kind of game,and at the same time she learn a lot of things, nd also now its not tyring 4me to teach her..thnk u very much",Positive,Positive
4399,4399,Good My niece loves it I bought the full version.,Positive,Positive
4400,4400,"Excellent, time wasting fun ",Positive,Positive
4401,4401,"Luvs the game My grandson ,age 3, can't get enough of this game. He luvs it.",Positive,Neutral
4402,4402,Animal sounds app. My son enjoys this app. He luvs it,Positive,Positive
4403,4403,Motor loko HD Live aamf lmao bol,Positive,Positive
4404,4404,It is a great game with many good cars and if you can update to have the new cars from 2013 to 2015,Positive,Positive
4405,4405,Fun to play Good graphics and sounds.   Works well on Nexus 7.,Positive,Positive
4406,4406,"Nice app to learn to play the real song in the piano. There use to be some chinese songs in the app but gone now, is there a way to get those midi back",Positive,Positive
4407,4407,"I don't care... ...if it ever even loads, or if it plays and looks like a dog. It's BOOMSHAKALAKAAAAaaaa",Positive,Positive
4408,4408,Loving it,Positive,Positive
4409,4409,Seng soben Seng soben,Positive,Neutral
4410,4410,I love it,Positive,Positive
4411,4411,I love the whole game This game was the most best game u had ever played in my life its so amazing anyone who wants to say anything bad about my discription keep it to you self bye thank you PS download this game ,Positive,Positive
4412,4412,"Now I love it even more Dear devs, thx for fixing the updates prob really fast. 2 thumbs up I'm used to grind out level since NES time, n with Marvel chars it brings a new breath to RPGs. Once again, my highest regards n keep 'em coming",Positive,Positive
4413,4413,This is a sick game You need a big screen because you can't zoom in on the board.....but works fine on my galaxy mega,Positive,Negative
4414,4414,I love Scrambled I really like this game and updates seem to have corrected the freezing issues I was having,Positive,Positive
4415,4415,Amazing Thus gives unboxed time to play this amazingly wonderful game I love guessing things so this the perfect game for me,Positive,Positive
4416,4416,Like it.. Trupla stret..,Positive,Positive
4417,4417,"Excellent Been wanting to beef up my chess skills for some time,  this app is perfect for me",Positive,Positive
4418,4418,EPIC My dream job it such a good game I just think they are in a free roam world,Positive,Positive
4419,4419,"5 Star Does the job and you can adjust the strobe feature. I already wrote a review about 2 months ago, and the app is asking me to rate it again Why",Positive,Neutral
4420,4420,One of the best App game Awsome perfection in the game. V.good timepass,Positive,Positive
4421,4421,My life is with power  of the soccer team Team power rangers super megaforce dino charge,Positive,Positive
4422,4422,"Perfect Spend a buck and get an ad free game that is fast, small and free of bugs, spy ware, etc. After messing my smartphone up with other cra and having to reload the os, load only the good stuff. Just keeps getting better.",Positive,Positive
4423,4423,Easily one of the most fun games for a android and ios I can't think of many games as fun to play on phone as this.,Positive,Positive
4424,4424,        ,Positive,Neutral
4425,4425,Brilliant Must download. Fun Very fast and easy to use  but just one bad thing. There is no Brock lesnar entrance,Positive,Negative
4426,4426,So funny I enjoy this game every time I play it,Positive,Positive
4427,4427,"Best game Best game ever, I like it so much. I always played it. First time I think this game is not good, but when I played it, it's so fun Keep deleting and downloading again.",Positive,Positive
4428,4428,Excellent. A nuam lutuk tha tak ani... Download ve rawh u in zawng chhang hrim hrim ang....,Positive,Positive
4429,4429,Best blackjack  in the market I recommend  this game. Feels you are playing  in the casino.,Positive,Positive
4430,4430,Very good,Positive,Positive
4431,4431,GREAT REALLY REALLY LOVE IT Great game but plsss fix in on my device is an O 8.37 android plss fix it its force closing sometimes,Positive,Positive
4432,4432,  ,Positive,Neutral
4433,4433,"Good My mother and I love this game Its super cool, but, can you make it easier An also, can there be game modes Thanks a lot. Since I love the app, I will give you 5 stars by now ",Positive,Positive
4434,4434,"Looks really good Im lucky I bought this game when it first came out because its come a long way, gg makers",Positive,Positive
4435,4435,Barbie life My sister has and she loves it  you guys need to give it a chance and it plays a song  me and my girls and you need to get the app,Positive,Positive
4436,4436,It is soo cool. But I wish we didn't have to pay so much for the full version.,Positive,Positive
4437,4437,Cool This is so cool its true too,Positive,Positive
4438,4438,Bingo.pop,Positive,Neutral
4439,4439,Only 5 stars cause they don't have 10,Positive,Neutral
4440,4440,Great Keep those photos coming,Positive,Positive
4441,4441,A Relaxer I  agree this game is simple and easy to  play.,Positive,Positive
4442,4442,A picture is worth a thousand words Life,Positive,Neutral
4443,4443,Awesome Since the update it's been way better totally deserves 5 stars keep it up,Positive,Positive
4444,4444,Loads of fun and it feels like you are making a difference to their little world.,Positive,Positive
4445,4445,"Best game ever As a big hitman fan, this is one of the best hitmans ever It bring puzzles strategy in a fun entertaining way Loved it",Positive,Positive
4446,4446,Gdufut Very bad comic....................................,Positive,Negative
4447,4447,"Neutron I've always liked the vinyl sound used it for most of my music years compared to the hard edge of CD, but this players gets  as close as you can to that sound, I can start listening to the music again.",Positive,Neutral
