,Text,Sent
5375,My son loved aged 5 this game especially the missions,Positive
5376,Nice My son keeps asking to play this new app. It's creative and even I enjoyed it. Keep improving your released apps please,Positive
5377,I loved this game Is amazing but some are locked and as I am small I can't buy it,Positive
5378,Great Good for your brain and wastes time,Positive
5379,This game is awesome,Positive
5380,Love it I crash inyi every thing thinking in my head these people are really hurt ,Positive
5381,Cool game So challenging to continue and strongly addicting after passing some minutes,Positive
5382,Its fun and easy I love it because its fun and easy fun to watch what they do and easy to,Positive
5383,Loves it I loved it,Positive
5384,i love this app outstanding experince,Positive
5385,"Superb for offliners  I was just looking for the same. The offline mode makes me hypnotized. If in online mode one can join anyone online worldwide, except own circle, the game will ROCKKK ",Positive
5386,"This is way better than I expected Don't fool yourself, this isn't a kid's game. This is by far, one of the best puzzle games I've ever played. It puts so many new elements on a classic puzzle game style and uses the touch screen perfectly",Positive
5387,Skills Good app for meeting new people,Positive
5388,Love I love this game... Fun with friends. Scoring high score again and again is fantastic. ,Positive
5389,"2.5 yo loves this My son loves this app.  At first he had trouble but it has helped to teach among other things, patience.",Positive
5390,"Even more awesome I love this game. I used to be obsessed with the plain angry birds,  but after a while it got boring.  But this one is way better, you don't get bored of it. I love this one more than any of the other versions of angry birds.",Positive
5391,Needs an update Good game but needs an update. You should update the game and add all the vehicles into at least one level each and then more people would play and i mean FREE.,Positive
5392,Please fix. Hello I really like this application but it makes be keep choosing what launcher to use when changing to another screen or closing a application. Even with the app for fixing this issue. Thanks Thanks for fixing all the issues.,Positive
5393,"Fun little game I came across this while looking for a new RPG to play. I was not disappointed. I few rounds in, and I feel like this is a game that I won't get bored with",Positive
5394,Loving it so far I have only been using this app for 4 days and so far I am loving it. User friendly and fun Uses several different learning techniques to help you retain what you learn. Highly recommend,Positive
5395,Brilliant The trickiness of calibration solved,Positive
5396,Mnga frgor Jag har spelat ganska lnge utan att f samma frga flera gnger.,Positive
5397,Great mind game U NEED TO STAY HAPPY IN THE GAME u will die if u dont the and ur health tht too. Over all this ghost ame is life,Positive
5398,It just amazing This app allows me to watch twitch while I play games.,Positive
5399,Samsung Galaxy Y duos Initially i thought this app is fake because off its very small size435kb but isn't .Very good work on my mobile so i love it.,Positive
5400,Nostalgia Just like the board game ,Positive
5401,Real tiles Matches the tile designs I used to play mahjong with.  Love the different game options.,Positive
5402,SO MUCH FUN OMG This game is amazing I've had it for a day and I've had sooo much fun It is sort of like minecraft but it is much easier. I've never understood minecraft so it is lots easier Awesome please buy great price its wonderful,Positive
5403,Fabulous I love it you can choose your own team e.g Real Madrid,Positive
5404,Love it Great Lil time wasting app,Positive
5405,Good deal Little disappointment to have to pay because the free version d'cs every 5 mins.  But overall works great.  Like using on these bad weather and snow day to hear where all the accidents are.,Positive
5406,Yes. Thank you for the great game.,Positive
5407,I'm in love with the word search.,Positive
5408,I can talk to friends when schools over its very fun,Positive
5409,Please make more like this game.  It almost brought me to tears. I love it. Because of this game im buying a tablet. Awsome awsome awsome,Positive
5410,Nice and Easy Very Nice and Good. I Pay For FULL.,Positive
5411,"AWESOME GAME The goats are so stupidity fun and crazy, this game is so fun and works on samsung s5",Positive
5412,Awesome game very cool especially because you get coins easyly and its very cool how u can decorate ur car without paying for itawesome game,Positive
5413,Ac hhi soch achha kal Him sunhare kal ke saath chal rage hai,Positive
5414,Jurassic Dozer Fun to play for everyone My 5yr old grandson has a blast playing this also,Positive
5415,Word search Easy to use. Can be difficult or easy depending on my mood.,Positive
5416,Love so cute So cute please get this game It's the best game in my life omg So so cute,Positive
5417,Great game buta bit hard,Positive
5418,More More More Please Mom and Dad more Mac N Cheese please I've played Reckless Racing 1 2 and now 3 truly fun and extremely challenging and don't forget about Zombie Driver HD. Keep'em coming.,Positive
5419,This is one of the few aps that stays on my phone   I enjoy playing this game greatly,Positive
5420,"So cute Tom is so cute, he makes you happy",Positive
5421,"Request icon change As much as I love your precious app, I really hope you change the sd maid icon. Fingercrossed",Positive
5422,Stratego Mantabs...,Positive
5423,Free mobile recharge idea It is very exciting. I like it Nice app,Positive
5424,Has everything I need.,Positive
5425,Love these  games,Positive
5426,"A great game with a great story You explore, fight, mine upgrade Sounds like Minecraft Well it  isn't. Terraria is a deep game with a nice storyline. And yes it crashes, a lot. Overall this is a great game",Positive
5427,Brilliant word game Love playing this game and I'm always on this daily. Keep up with the good work ,Positive
5428,Good Nice application,Positive
5429,Love it  I always play it ,Positive
5430,Does exactly what you expect it to do,Positive
5431,Devin Simpson Dude the games called turbo dismount.....and do you know how hard itll be making plane physics,Positive
5432,"Awesome Multiplayer TBS I originally had this on iphone and played it every day for a year.  2 years later, I just got it for my nexus 5 and its still awesome  Great work devs",Positive
5433,    ,Positive
5434,Wahhh... Gyan badha Gyan I like this game very much as it helps us to improve our knowledge,Positive
5435,"A must have for every smartphone out there. The only concise, yet useful offline dictionary that everyone can use at any time, for a small size Updates are very nice and the app is bugfree so far. A must have for every smartphone out there.",Positive
5436,Baby vacation I love it people  please  like  this if you do you are coolbest game ever,Positive
5437,Omg,Positive
5438,Love ur games Thank you after update played like a dream ,Positive
5439,Dude Best freaking game ever,Positive
5440,Hearts I have been a big fan of kalahari sun for a long time But this game well and truly takes the cake i love it would recommend it to everyone,Positive
5441,Way Better Than Others Its way better than other bike games but one thing I think they should add is an option to turn off the sound effects although there probably all ready is I'm really bad at spotting things p ,Positive
5442,Well done guys Two updates ago this game was horrible and unplayable due to very slow Speeds in every part of the game. Now it moves smooth as butter again...nexus 6 running Android 5.1.1,Positive
5443,Lotz of fun Awesome fun and challenging,Positive
5444,Awesome rpg,Positive
5445,Fantastic Lots of fun playing on Android TV.   No issues.,Positive
5446,Very good My kids love it,Positive
5447,It is awesome The game is cool. You can learn awesome songs and also play cool songs,Positive
5448,"I love this app It's very realistic,except one slight issue about the gun names that are not accurate,but I can change the name.Anyway Great Job",Positive
5449,"Marjhong Master Fun to play the different configurations you can choose  I most enjoy the alphabet and the numbers, but others are fun too  Easy to play and you can always stop and replay if your time isn't fast enough for you",Positive
5450,"Brilliant Absolutely brilliant. Great upscale of graphics, great gameplay and soundtrack. Only one thing I would like and that's for the game to be in full screen mode.",Positive
5451,Best game ever 1010,Positive
5452,Great The app is great. I would only suggest adding the 200m dash and the 4x400m relay. That would make the game 6 stars.,Positive
5453,Gooood,Positive
5454,"Great, cute game. I honestly didn't expect to love this game as much as I do. The bears are adorable and it's just so much fun to play. No complaints, keep up the great job ",Positive
5455,"Very fun Great game, please add achievements. The one map it comes with is fun and its tempting to shell out for another map or a pack of them.  loving it.",Positive
5456,AFTER ALL...... .......IT IS A GAME . I M GIVING 5 STAR BUT DO YOUR BEST TO SOLVE PROBLEMS OF OTHERS,Positive
5457,Learn Pro Blackjack LearningPractice Exersizes,Positive
5458,Excellent Easy to use  lots of fun,Positive
5459,Childhood memories,Positive
5460,OMG U DID IT IN SECONDS WOW,Positive
5461,Best game ever This game is so cool for kids who want to take care of baby's maybe as a babysitter,Positive
5462,COOL It's so relaxing.,Positive
5463,The best Freecell ever  Want one without commercials,Positive
5464,Love it so much Its great that clean my 300 MB junk for only several taps Nicely done,Positive
5465,gt8 bt please de game is very easy,Positive
5466,Amazing Amazing Amazing Amazingly amazing,Positive
5467,"Good Best application for kids learning, download is recommended.",Positive
5468,Wonderful free App Got home late tonight  all the flood lights were out at our apartment. Remembered I had the flashlight app. Just like having the flood light on the building. Will keep this all the time to use.,Positive
5469,Fun app I just downloaded this app about 3 days ago and have already had countless hours of fun. I love how creative you can get and the selection of things you can use makes it all that more enjoyable.,Positive
5470,Best I have found,Positive
5471,wow ok,Positive
5472,Nice Awesome short stories..I like this app.,Positive
5473,"Play it all day everyday Its a nice game but damn challenging in a way because the stages are difficult without neccessary tools man, only if you guys could add more cities. But then i think it would be nice if you add maybe a jungle missions.",Positive
5474,Love it and hate it I HATE THIS GAME GAVE IT 5 STARS CAUSE REPORTER WOULD BE STUPID ENOUGH TO DO IT JOKES ITS AWESOME,Positive
5475,Luv it Its so good but i think everything should be free,Positive
5476,Loved it This app is so funny and its so good I don't even know what to say,Positive
5477,Cool This game is amazing,Positive
5478,Professionally constructed UI and platform. My rating is a high 5 stars for ease of use and it is an indispensable tool  forum for true professionals. Framework and format I also rate as miles aheadabove similar attempts by others,Positive
5479,Fantastic response to problems There were a few teething problems following your recent update but the speed of your response to rectify these was absolutely fantastic. Thank you,Positive
5480,Cool game I like it it's pretty fun,Positive
5481,Frank Very good,Positive
5482,Fishbrain Great app to see everyone from everywhere catching fish I absolutely love this app fishing is a way of life and everyone fish on,Positive
5483,New day I love being. A mom,Positive
5484,Fun Good game to play when  bored,Positive
5485,Finally Materialized And everything is nice as usual,Positive
5486,Very good Very good,Positive
5487,Change it I like it but it's my person keep restating,Positive
5488,Torah awesome This app helped me to get my recent job thanks wish I could add more stars,Positive
5489,Nice Great,Positive
5490,Hotel dash Hotel dash is totally worth the 1.99 because is a really good game you get the design suites for people to stay in on their honeymoon and stuff so it's really good game,Positive
5491,Parent The best interactive game for preschoolers,Positive
5492,Love it my daughter Katherine loves  this game,Positive
5493,I love it because it is free Ariel esparza,Positive
5494,Love it Wonderful very easy to use and get around the city.,Positive
5495,"Awesome app It saved me countless times. Here in the UK, it hasn't missed a thing",Positive
5496,"Great game Very enjoyable, addicting even.  Plays true to the classic table game we used to play with my grandparents years ago.  I'm glad I found it as an app game.",Positive
5497,Rento It's a stress reliever  two thumbs up,Positive
5498,Cool... I love this tiny cleaner,Positive
5499,Addicted But in this game no open r closed joker facility...developer may fix it...other than I love this game,Positive
5500,It's fun but it needs better graphics,Positive
5501,Works on my Nexus 6 to bypass Verizon's new hotspot restrictions in Android 5.1.  This app is a wifi provider built from the ground up  it doesn't just enable the system hotspot.  Nice job.,Positive
5502,"Thanks for this I love it it is wonderful things it's better than any nail salon  its amazing, awesome, and flitterific",Positive
5503,Its great I love it  Its very scary. Here is how my friend plays it and its the easiest way just put on your mask and wait It is boring that way... I just dont like the fact that you can play only one night .,Positive
5504,Great app It let me play my game that I always wanted to play.,Positive
5505,The first one was great but this one is so much better. I can't put it down. It's very well made and really addictive. The tricks looks so real. Great job ,Positive
5506,"Great, perfect I'm always for freebies and I can't fault it, some free often hold up for ads, not so in this case. I'm running Intel quad core 2.16 GHz and no glitches,download and try beating your time before trying against family or friends.",Positive
5507,It's a light.,Positive
5508,"The game is very close to reality. The movement of the coins is very accurate. The beginner, intermediate and expert level players give a feeling of playing with a real person. I have not explored all the features. Over all it deserves a five star.",Positive
5509,Love it Thank you,Positive
5510,A fun little rhythm game that quickly got me addicted I even had to try the calibration minigame several times just to prove to myself that I could get an A,Positive
5511,So addicting yet so fun I love this its great addidcting to in your spare time just play this,Positive
5512,Samsung Galaxy Mega It's really nice and fast to use especially when it comes to the apps,Positive
5513,Creative and enjoyable I really liked this app Its so simple and yet so full of interactivity and fun and thoughtful animations. They should add more animals. Loved it and recommend,Positive
5514,What a gr8 game and omg I looovvve the graphics lt3 ,Positive
5515,"Interesting Good app very good my 18 month son loved it and plays well with it. Good background and smooth, nice graphics and very easy even he can follow and touch each animal.",Positive
5516,"Accurate for both wind and weather , and the superforecast is such a cool feature .",Positive
5517,Fantastic job This is a great port for me. Works great on my note 3 and loving them adding new cloud saving.,Positive
5518,Just what I need.....tnkQu,Positive
5519,Nice app,Positive
5520,"Nexus 7 crash fixed by the Devs As everyone else is reporting, the devs quickly patched the game for the Nexus 7.  Thanks guys.",Positive
5521,"It's GREAT Some levels are difficult, but most are easy considering i've been playing for a couple months now I love this game Deffinately buying the full version at some point soon",Positive
5522,"Good Freecell Sharp,auto finishes so you don't have to move every card to the A's pile",Positive
5523,Awesome game.....worth buying.....i have completed the game...so much fun while playing...a brain game..u will feel like a batman yourself.....superb graphics...,Positive
5524,Works as described,Positive
5525,Asome game My daughter is 4 she loves this games,Positive
5526,"Fun game Best racing game I've played on android, control gets a little repetitive,  and all cars sound the same no matter mods",Positive
5527,Awesome game Works very well. Very challenging. It does have easier levels and most enjoyable.,Positive
5528,I love it I love it and so does my 3 yr old brother I can never get my brother off it and I love playing it I would really recommend  this to anyone,Positive
5529,Great buy Awesome game,Positive
5530,"Nice Finally, Thanks, hope you continue supporting n updating this app",Positive
5531,Awsome Love this app it makes my child sleep when I put the song for me my child fall asleep when I put the song for me Hashanah love this app love this app so much,Positive
5532,Awsome This game is so cool but unlock some things this game is just boring when I can't get what I want to use,Positive
5533,Queen play the game Love Queen Love the Game its magic,Positive
5534,Excellent. I lost my first game. Will come back stronger.,Positive
5535,I love this game Ba and amazing fun,Positive
5536,Thanousinh Vongpanya 5,Positive
5537,Hello It is a good app,Positive
5538,"Loved it I got to level 45 on the first map, but it was HARD But i realized that all that hard work was worth the hundreds of bucks.",Positive
5539,"Wow. It downloaded extremely fast. It works decently... If you don't like the ads, use airplane mode.",Positive
5540,"Didn't need the pro features but they are great to have. Really just wanted this to thank chainfire for all his hard work, amazing cf auto files, and other contributions he's made. I greatly appreciate it, thank you.",Positive
5541,Qhf Its a good game,Positive
5542,Mast,Positive
5543,"Amazing So much fun, amazing controls. Such a well made app.",Positive
5544,"Woo My favorite time sink while I'm doing nothing I've used the free version for a long time. I love supporting good developers and I hate ads, so the premium version is great for me.",Positive
5545,My baby care Lovely game I adore babies and taking care of them,Positive
5546,"Top  Notch App My husband is just so besotted with this.. Got him out of my hair.. But then he is so difficult to please  such a perfectionist, if he is enjoying it as much as I see him do.. It must be great  Worth it ",Positive
5547,Best virtual pet game So far this is the best virtual pet. I like how Elly looks and the game is fun. Great job,Positive
5548,I love this game but This game would  be better if the dog grew once in a while,Positive
5549,Excellent. We need more toca games for android PLEASE,Positive
5550,Awesome graphics Such an awesome game loved it thank you gameloft,Positive
5551,This is a perfect study tool that I could use when I had breaks through out my day,Positive
5552,Great Love this game The updated challenges are a great addition.,Positive
5553,Love it This is one of my favorite apps. It is extremely fun. The storyline and the Gameplay is very good. Totaly worth the money You should buy this game right now,Positive
5554,loved it. it is awesome.such a cool adventurous game.i really loved it.the places were just wow.....the characters are cool.,Positive
5555,Yes Totally retro puzzle matching that I have been craving Played through 3 times. Never gets old. Can't wait for that sequal esque game.,Positive
5556,Is ok...,Positive
5557,Fantastic app,Positive
5558,Great My 7 mo  2 yr old love it.,Positive
5559,"Lots of fun This game is great. Basically Catchphrase, 10,000 Pyramid, etc. I wish you would offer promo packs with multiple decks for a discounted rate",Positive
5560,"Really fun If you like word games, then you will like this one It's a good mix of timed races to reach the goal and slower levels that aren't timed. It's hard to stop playing",Positive
5561,Good Using on both my tab and mobile....better in tab...cool if we could add some rhythm to...,Positive
5562,Manga Its pretty hard though because im only nine but otherwise I love ita awsome,Positive
5563,Amazing It works for everything no problems at all,Positive
5564,So what it is a baby Omg when the mom is changing the diaper the babies big sis or bros sees the private part and anyway it is not real life and it is a baby not a teen or something,Positive
5565,Please Please make more houses and characters and families,Positive
5566,I hope I give more than five stars...... Love it..,Positive
5567,User friendly Easy to play n multiplayer feature is awesome.,Positive
5568,"Amazing Easy to use, does what it says it does. Love it",Positive
5569,Great I'm a average player but I'm class a,Positive
5570,COOL great for family stuff ,Positive
5571,"LOVE THIS GAME This is a very well put together game. It shows off the power of your android device and is fun too. I play pool nation on the PC i7 4790k, GTX 980, 16 GB and this game is as good as that and I can carry it with me",Positive
5572,"Good game Gives me something to do when I'm bored, simple and fun",Positive
5573,Awesome Easy. Intuitive.  Fun. Thank you,Positive
5574,Incredible,Positive
5575,Toy Truck Rally BEST GAME EVER,Positive
5576,Hours of fun Review by my 6.year old son...here goes ...Hours of endless fun..  An epic  game that has managed to enthrall us big time   The fireflies are funny but not good. The 2 new episodes are exciting.... the broken city and the lava land ,Positive
5577,It is awesome For people who like cars and stunts,Positive
5578,Cool,Positive
5579,Love it I beat the game in a couple of days but I still play it a lot. Unlike what other people say on my phone I can turn it side ways and it works the replay works and I have no crashes. So if theirs something wrong it's your phone.,Positive
5580,I cannot say enough great things about this amazing app I recommend this to everyone I meet and get moderately irritated with those who don't listen to my great advice and go pro. All fools    BEST APP OF ALL FOREVER   ,Positive
5581,cool This game is so much fun,Positive
5582,"Better than expected Create your own mix, along with audio record options",Positive
5583,MORRTAL KOMMMMMMMBAT Thus piano game is awesome I could play the mortal kombat theme song on this,Positive
5584,Great Beat fishing app so far,Positive
5585,My daughter loves the app. My daughter's review.,Positive
5586,Fantastic,Positive
5587,Best game ever I am like the bomb if any of you guys need help just ask,Positive
5588,Oovoo It is okay I suppose sometimes doesn't update properly but yeah so D,Positive
5589,"Nice hype I love,but gold is to hard get u guys should do something about that",Positive
5590,Nice Game,Positive
5591,HELP i want to play this game but when i open it. XIGN HACK DETENTION pops out then the game will automatically close please help,Positive
5592,"Awesome game This game is great and it even runs smooth on my galaxy s3 without booster apps. It is overall a great game. A bigger map would be great but its still pretty good game, probably my favorite I have on my phone right now.",Positive
5593,Enjoy Nice app. Good for kids. My daughter loves it.,Positive
5594,Amazing The only thing I would change is the music but it's quite good,Positive
5595,I  Let Her Go Let her go is my most fave song especially when Sam Tsui sings let it go and let her go his voice is amazing so I think you should go check him out,Positive
5596,Awesome Only one requests... Multiplayer,Positive
5597,Nice game realistic Nice best game I ever played,Positive
5598,I love this app It is a fun app but I wish that toca Boca city life was in the Google store please make it happen ,Positive
5599,"  ,  ",Positive
5600,Hours of good clean fun 5,Positive
5601,Good cam works well,Positive
5602,It's amazing Love this game so much. Used to playing it on pc but it's so much easier on a phone and i can play it whenever,Positive
5603,DC DIGG DIGG DIGG DIGG,Positive
5604,"So cool I have the Blu STUDIO II 5.0, This is the life of my phone",Positive
5605,Great Game Great graphics  game. CPU doesn't like to lose  tries to make the human opponent go for a draw  nasty Samsung Galaxy W,Positive
5606,Good Food good good good good,Positive
5607,"Best game ever I'm so addicted to this game It's smooth, fast, and challenging the longer you play",Positive
5608,Carpy I really love the game caught an 87 pound mirror out the new lake just one question have the look of the old scaly mirror gone or can you still catch it,Positive
5609,"Loved it Its a great way to learn how to draw, you just need to know how to understand",Positive
5610,Just installed Will give 5 stars for now. Will re evaluate after I have for a week.,Positive
5611,STILL Best in class This one has it all...,Positive
5612,Best game Mast hai....,Positive
5613,"Best 2.99 I've ever spent. Enjoyed every second of this game. A true example of what mobile games SHOULD be. Not a lowquality adplastered IAPriddled waste of a few megabytes, but true quality.",Positive
5614,OK. Happy again. Somehow playback error fixed itself. Best player when functioning properly,Positive
5615,very funny haa haa haa,Positive
5616,Loved it It is fun and its confusing but it is a great app it also passes time..I only did this for the coins cx,Positive
5617,Awesome,Positive
5618,There isn't a better app. out there and I have tried them all. The animation is the smoothest I have ever tried. I always come back to this one.,Positive
5619,,Positive
5620,Nice,Positive
5621,Cooooool It's very coolBut please add more dinosaurs.But otherwise good game,Positive
5622,It is amazing This is a great way to make minecraft skins I love the easy to use control because my hands get a little slippy but I can allways rely and the easy to use controls,Positive
5623,Voan D I love this app also. A few more guns please lol.,Positive
5624,I love you Nie,Positive
5625,I like it and I'm really love this intagram,Positive
5626,wow appp IT is a really master appp for comic lover S,Positive
5627,"Flipkart is another name of Reliability This app is just an example for reliability,continues improvement, and dedication With every update app is getting better n better  I'm very proud about flipkart Keep it up ",Positive
5628,"HELP to REGAIN My status I am racing for almost two years,  I managed to reach legend series, but as a failure in cloud save I lost almost all my progress,  please help",Positive
5629,Awesome This is more than I had imagined,Positive
5630,FB Lite FTW Forget the default memory consuming Facebook app. This is now my new love. lt3,Positive
5631,Keeps crashing so does the 2nd one and people when the doors don't work its supposed to happen the aminatronics bust the buttons and jam them its not a glitch,Positive
5632,"Love love love love 3 Best game play it every day keep adding pets,animals,bosses and mobs",Positive
5633,5Star Nice Game To Play,Positive
5634,"Great I love the program so obviously I love the game. Keep up the good work guys And also, please make some more Ninjago games. ",Positive
5635,It's fun,Positive
5636,Love it I think it's the best game it's the only that don't have problems with and it's the frustrated game that I download if I go to a new phone,Positive
5637,Works great I updated to M Preview 2 and it continues to work.,Positive
5638,I've got my granddaughter hooked. She really likes the stories and songs,Positive
5639,Brilliant My 3 and 8 year old both love this. Simple to use. They create little animated drawings which Dip Dap interacts with. Keeps kids entertained for ages and no adverts. Bargain,Positive
5640,Need a login or registration.. incase of a phone change or some other issues... to continue the game from where we have stopped. Otherwise love the game... For the updates.. all the best.,Positive
5641,Love the app,Positive
5642,Its good to hear my own beats ,Positive
5643,"Absolutely Brilliant. Cool character, funny voice, great level detail, hours of fun. Highly recommend",Positive
5644,Need for speed and update,Positive
5645,"Fantastic game concept Only up to the first boss, and is it's just amazing Ads are a downside but free app, can't complain.",Positive
5646,"Awesome So since  you  added  red hulk how about  carnage  and  the fantastic  4, I would  love to see the Thing, and how about  the X men       just  a suggestion  ",Positive
5647,I like this game will give it five stars,Positive
5648,Every day I love puzzle games and this is one of my favorites to play,Positive
5649,The very best brain game I've ever seen.,Positive
5650,awosome ,Positive
5651,Beautiful Very well designed icons and wallpapers. Worth buying.,Positive
5652,A beautiful launcher So awesome  Small but fast and has sublime wallpaper to match your ideas and mood Nice going APUS,Positive
5653,"Great game Keeps my kids busy , they absolutely love it .",Positive
5654,This is a very best software of all Students study in school.,Positive
5655,Hard but I did it,Positive
5656,"Brilliant app Works brilliantly on my LG G3, have already told slot of friends about it.  One feature you could maybe add is running the front camera when it's recording so you can see what's going on in the car too.",Positive
5657,Mahjong Tile game.  It's great.  I love it.  Thank you.,Positive
5658,"Used it now for a long time, love the app. Just wish you share your history to other machines.",Positive
5659,,Positive
5660,Knowledgeable App The best game.... I loved it n also in improves ur knowledge,Positive
5661,Name is sufficiant up to 10 times use a day bcuz im in love with it ,Positive
5662,At last This is one of the few games I missed after leaving iOS behind. Thanks for bringing this to the rest of the world Great game to play on the subway.,Positive
5663,Pretty cool Works great on airplane,Positive
5664,Epic I can not stop playing this game. It's so fun and exciting I love it,Positive
5665,Love it,Positive
5666,I love this game I just can't stop playing this game I love it it's so great I forgot how my life was before it.,Positive
5667,Play the game I enjoy  playing  the  bonus  games.,Positive
5668,Bridge Baron The best android bridge app by far,Positive
5669,"Perfect I love this game. No problems with it, and I love the design of it. I highly recommend this app to anyone looking for a fun yet laid  back game to play. You won't be disappointed. I promise.",Positive
5670,"Awesome game I saw this game on my cousin's iPad, amazing game, simple, yet requires some thinking and some precision. Love it",Positive
5671,very very sweet super,Positive
5672,Love it,Positive
5673,"Awsome, Brilliant , Smick.",Positive
5674,"UPDATE It is no longer working after I'd updated Android to KitKat version 4.4.2 and still having the phone rooted.   The App works exactly as advertised. I recommend it but mind you, it requires root access.",Positive
5675,"Kids love it Amazing sound, pictures, animation. Rare example i would pay double for tge app.",Positive
5676,Great game great graphics,Positive
5677,Sexy,Positive
5678,"Love the Physics What a game, unique, fun and the best part, its not a free to play model.",Positive
5679,Crashes fixed,Positive
5680,Absolutely fantastic I've used Go Apps since 2008 and have loved every one of them.,Positive
5681,I love you I is soooo fun. ..you need to challenge nightmare moon and tirek. ...and activate the harmony stone,Positive
5682,just freaking great... more more more angry birds games are great for us peaple that  dont get into over done and over complicated games likemso meny out there. simple but challenging which means fun to us..,Positive
5683,It is so awesome,Positive
5684,I Love This Please bring Tomb Raider 2 already D. Edit Tomb Raider 2 please  its been out for a while on iOS,Positive
5685,"Chessmaster This game is awesome, only difficult even on lvl1... Means i really suck. But love to be better slowly.",Positive
5686,Good Job Twas cool It even has a double keyboard on it...qud job,Positive
5687,top app gulli est le top...,Positive
5688, ,Positive
5689,Nice app Good app for learning,Positive
5690,Ass hole,Positive
5691,Past with ease ..thanks ,Positive
5692,Vrygod.,Positive
5693,J Talks This works totally great I've used it on three phones and not one issue,Positive
5694,"Awesome Keep up the good work wwe Dunno how someone can say anything bad about this app,amazing videos are awesome just incredible",Positive
5695,Rules Best app ever,Positive
5696,Meeting new people Great app in store,Positive
5697,Love it Dope,Positive
5698,Awesome app Fr Football Fans Like me Allow Like button in each Teams.. nd Allow social chat wid other Users in their favourite Teams...,Positive
5699,Great game The only game I've paid for. I'm consistently amazed that it correctly guesses obscure historical figures.,Positive
5700,Fantastic Impacts I would personally recommend this app to anyone who is willing to accept the love of God n his teachings to make our lives a better one. Its not about the display its about the impact it has to change someone way of life.,Positive
5701,Never got bored with the same old thing. Each level is like two games in one. Challenging and fun.,Positive
5702,Just great I hope there next game doesnt take too long or they just do a kickstarter for a reeeaaalll long game,Positive
5703,I have a problem. When I start this app I always have to write email and password. How can I change that And this app is great and inspirational,Positive
5704,my boy love it,Positive
5705,Awesome Grandkids will LOVE IT ,Positive
5706,Fun I got bored listening to my friends on Skype so I just downloaded and played it while they talked,Positive
5707,Fun and funny game. Many hours of entertainment.  Worth the money.,Positive
5708,I love it The game is really fun to play. It's also has amazing flavors,Positive
5709,"Actually not 5 star but 4.9 Am done,add more missions and more gunships that i may continue enjoying myself i want a jet the sea Knight is fine but am interested in jets so fix that in the next update..",Positive
5710,Fancy app for me Very helpful,Positive
5711,Kewl Yass  it helps me so much when i edit my utube vids                my youtube itz cute,Positive
5712,Lovi dovi it Loving it best game ever if you are awesome download but if you are a rich and snobby pig do not install.,Positive
5713,Great graphics i deleted the game reinstalled it and lost all my money that i spent  and they were great about giving me a refund,Positive
5714,Gk in hindi Awesome and very help full every where like poket book,Positive
5715,Joycelyn Boadi I love this app because when you do the matching game and you match two numbers lightning will go on the matching numbers.,Positive
5716,Ye shall not the intended recipient 850. I have a great deal with. This was my fault fo a,Positive
5717,Wow I am just obsesed with music and this app is really perfect for me.,Positive
5718,Bubble shooter classic Cool game to use up some spare moments trying to beat the bubbles,Positive
5719,Awesome Its a great action game. If youi played the other real steal boxing you'll like this.,Positive
5720,"Awesome App It's not often that I rate any applications, because simple I don't find 1 worth it. Most have some problem regarding upgrade, OR upgrade or phone compatibility.   This app has been 1 of the best. PERIOD.",Positive
5721,the best,Positive
5722,Love love love you Brian,Positive
5723,Fantastic game I loved the game and specially when you get stuck and need to think. Nicely designed and featured.,Positive
5724,Super App Must have if u travel to NY,Positive
5725,Chenso103 Samsung Galaxy S4 Sweet App,Positive
5726,Works great Downloaded fast. Works well. People complain about orientation of screen... That's not a reason to give one star Absolutely no issues on my note 4.  Test uses data to calculate speed so be careful with your data plan. R.I.P OOKLA ',Positive
5727,All you gyz are crazy Its something going to do with you phones then. Stupid phones Nothing s going wfong in my tab pooh pawam you gys.... hahhahahahahahha  change your phones by an iphone6 pawaaamm paawaaam hahha,Positive
5728,So many games I could play 4 evr,Positive
5729,"Excellent, simple and intuitive UI The UX is enhanced by the way the UI is designed.",Positive
5730,Please help me locate my Area I'd like to know under what does Meyerton Ext 6 midvaal Emfuleni municipality go. Please help. Thank  you.,Positive
5731,Awesome I recommend it to everyone one it is the best thing is that what u wanted me to say Google,Positive
5732,Really fun but Could u add free mode I'm bored of playing on the normal levels,Positive
5733,Issues This app is great don't get me wrong but it's really hard to put the comics in the folder for starters you should do a how to video,Positive
5734,Very amazing I travelled by using this app and it worked,Positive
5735,Great game I have really enjoyed this app even though I have never played the tabletop version. Works great on my Galaxy Tab 3.,Positive
5736,Good luck. Cool  sounds great. the first time I was just wondering if you are  in this game.,Positive
5737,"Awesome Frustrating and fun,  will keep you guessing.",Positive
5738,"Freakin awesome game The artwork is beautiful, superbly detailed and well thought out. The gameplay is immersive and addictive. This is a must have",Positive
5739,"Catchy The game is a great time passing thing, but the music is so intense at the drop.  Love it",Positive
5740,"FANTASTIC  Does require logical thought processes to create advanced projects, but this is a great app.",Positive
5741,GOOD but NEEDS to save to your account Yeah,Positive
5742,Hit game It was terrible bad worst game,Positive
5743,"Very challenging   You would think it is easy,  but the. More you play, the more challenging it becomes",Positive
5744,Muito bom Legal,Positive
